User_ID,Product_Category,Purchase
1000012,5,5275.25
1000012,6,16599.0
1000012,8,9696.0
1000012,10,14249.0
1000013,1,13015.69696969697
1000013,2,10840.95
1000013,5,5464.0
1000013,6,16341.5
1000013,8,7812.333333333333
1000013,11,6006.0
1000014,1,12550.5
1000014,5,5283.666666666667
1000014,6,20312.0
1000014,8,7018.5
1000014,15,13190.0
1000015,1,13115.516129032258
1000015,2,9714.0
1000015,3,10567.0
1000015,4,2164.0
1000015,5,5532.451612903225
1000015,6,14509.888888888889
1000015,8,6961.758620689655
1000015,11,4621.0
1000015,13,712.75
1000015,16,16518.2
1000015,20,604.0
1000016,1,9290.166666666666
1000016,2,11463.0
1000016,5,5679.3
1000016,8,5945.5
1000016,11,3077.0
1000016,19,62.0
1000017,1,15519.0
1000017,2,13510.285714285714
1000017,3,13549.666666666666
1000017,4,3456.0
1000017,5,8070.692307692308
1000017,6,17450.25
1000017,8,7622.736842105263
1000017,9,22795.0
1000017,10,21863.333333333332
1000017,11,5718.125
1000017,13,760.5
1000017,15,15634.75
1000017,20,494.0
1000018,1,12815.444444444445
1000018,2,13882.0
1000018,3,11981.7
1000018,4,2099.8333333333335
1000018,5,6519.411764705882
1000018,6,15482.777777777777
1000018,8,8395.136363636364
1000018,10,14015.0
1000018,16,4797.0
1000018,20,372.0
1000019,1,14247.963636363636
1000019,2,11011.0
1000019,3,9607.0
1000019,4,2160.0
1000019,5,7107.208333333333
1000019,6,16506.0
1000019,8,6449.615384615385
1000019,9,13879.0
1000019,11,4930.347826086957
1000019,13,771.0
1000019,15,15148.0
1000019,16,18456.5
1000019,20,131.0
1000020,1,16620.0
1000020,5,7039.0
1000020,15,12508.0
1000021,1,15376.75
1000021,2,12825.0
1000021,3,6608.2
1000021,5,1822.0
1000021,6,4724.0
1000021,20,355.0
1000022,1,11370.964285714286
1000022,2,9804.777777777777
1000022,3,8127.5
1000022,5,5597.984615384616
1000022,6,13619.666666666666
1000022,8,7374.8
1000022,10,18806.0
1000022,11,4585.666666666667
1000022,13,568.0
1000022,16,6521.0
1000022,20,236.0
1000023,1,13843.075471698114
1000023,2,9804.42857142857
1000023,3,8792.8
1000023,4,2105.5
1000023,5,5773.864864864865
1000023,6,11733.941176470587
1000023,7,10517.5
1000023,8,6809.076923076923
1000023,10,17505.333333333332
1000023,11,5169.8
1000023,13,572.75
1000023,15,15966.5
1000023,16,10926.6
1000024,1,14086.421052631578
1000024,2,15145.0
1000024,3,10767.0
1000024,5,7090.5142857142855
1000024,6,20326.0
1000024,8,7660.6875
1000024,11,5941.0
1000024,19,49.0
1000025,1,15108.5
1000025,2,11486.0
1000025,3,8272.333333333334
1000025,5,6206.833333333333
1000025,8,8529.333333333334
1000025,13,559.0
1000025,20,491.0
1000026,1,12459.333333333334
1000026,2,10127.555555555555
1000026,3,7385.714285714285
1000026,4,1349.857142857143
1000026,5,4962.782178217822
1000026,6,13659.0
1000026,8,6769.4
1000026,11,3568.0
1000026,12,883.0
1000026,13,567.5
1000026,15,12729.0
1000026,16,14352.5
1000027,1,15322.75
1000027,2,10666.5
1000027,3,8412.5
1000027,5,7579.133333333333
1000027,6,18965.666666666668
1000027,8,8627.125
1000027,10,20912.0
1000027,11,4531.0
1000027,20,372.0
1000028,1,15518.333333333334
1000028,3,6835.0
1000028,4,2172.0
1000028,5,6922.411764705882
1000028,6,15151.5
1000028,8,7781.529411764706
1000028,10,23209.0
1000028,11,5949.0
1000028,13,758.0
1000028,16,8741.5
1000028,18,2323.0
1000029,1,13672.217391304348
1000029,2,13023.0
1000029,8,5976.0
1000029,10,14506.0
1000029,11,4522.0
1000029,15,14626.0
1000030,1,15341.333333333334
1000030,2,13308.0
1000030,3,8036.0
1000030,4,3423.0
1000030,5,5892.25
1000030,6,16387.333333333332
1000030,7,10541.5
1000030,8,6969.7
1000030,11,3114.0
1000030,20,599.0
1000031,1,15955.888888888889
1000031,2,13288.0
1000031,3,10697.0
1000031,4,2787.0
1000031,5,6276.0
1000031,6,12072.0
1000031,8,7782.0
1000031,12,1404.0
1000031,18,2341.0
1000032,1,13803.5
1000032,3,9632.5
1000032,4,2056.0
1000032,5,7599.0
1000032,6,14680.333333333334
1000032,8,7983.25
1000032,14,11576.0
1000032,16,12597.333333333334
1000032,19,49.0
1000033,1,15296.0
1000033,2,10392.0
1000033,3,8389.5
1000033,4,1751.0
1000033,5,5586.75
1000033,6,15064.2
1000033,7,16800.0
1000033,8,6742.120689655172
1000033,10,14460.5
1000033,11,5575.95
1000033,12,1406.1666666666667
1000033,13,688.0
1000033,14,11139.0
1000033,15,16090.25
1000033,16,16901.666666666668
1000033,18,2749.5
1000033,20,375.0
1000034,1,15574.8
1000034,2,9909.5
1000034,3,11786.0
1000034,4,3183.25
1000034,5,6658.517241379311
1000034,6,12549.0
1000034,8,8287.2
1000034,11,6348.4
1000034,14,14891.0
1000034,16,12450.0
1000034,20,236.0
1000035,1,13468.636363636364
1000035,3,7688.166666666667
1000035,4,2824.0
1000035,5,6406.0
1000035,6,16298.0
1000035,8,7239.27027027027
1000035,10,18854.0
1000035,12,1168.6666666666667
1000035,13,755.0
1000035,14,14951.0
1000035,18,2760.8
1000036,1,15827.058823529413
1000036,2,9925.0
1000036,3,12581.5
1000036,4,2841.0
1000036,5,7174.31884057971
1000036,6,18763.285714285714
1000036,7,18745.333333333332
1000036,8,9118.423076923076
1000036,10,18698.0
1000036,11,6119.0
1000036,13,958.0
1000036,16,19808.0
1000036,17,10632.0
1000036,18,3445.5
1000036,19,38.0
1000037,1,15556.8
1000037,3,12142.5
1000037,4,2777.0
1000037,5,7260.2307692307695
1000037,6,4521.0
1000037,8,7921.6
1000037,11,1638.5
1000037,12,1735.0
1000039,1,13925.666666666666
1000039,2,11765.0
1000039,3,10880.0
1000039,4,1473.0
1000039,5,6587.916666666667
1000039,6,14940.666666666666
1000039,8,7016.625
1000039,15,4376.0
1000039,16,12306.0
1000039,20,362.0
1000041,1,19318.25
1000041,4,2820.0
1000041,5,4765.666666666667
1000041,8,7813.0
1000041,11,3846.75
1000041,16,20834.0
1000041,20,603.0
1000042,1,14546.31081081081
1000042,2,11312.0
1000042,3,10750.0
1000042,4,2643.5
1000042,5,6791.238095238095
1000042,8,6772.375
1000042,10,23425.0
1000042,11,5397.0
1000042,15,12749.6
1000042,19,26.0
1000043,1,15571.0
1000043,3,13567.5
1000043,5,7627.6
1000043,8,6724.0
1000043,16,20961.0
1000043,20,368.0
1000044,1,14588.833333333334
1000044,2,12795.142857142857
1000044,3,12782.875
1000044,4,3054.125
1000044,5,6692.04347826087
1000044,6,12344.0
1000044,8,7483.555555555556
1000044,11,2184.875
1000044,13,583.0
1000044,16,14872.0
1000045,1,11642.333333333334
1000045,2,13564.2
1000045,3,7397.25
1000045,4,2023.2857142857142
1000045,5,5373.87962962963
1000045,8,5515.807692307692
1000045,12,1222.5
1000045,13,961.0
1000045,14,6623.666666666667
1000046,1,9167.666666666666
1000046,5,1852.5
1000046,8,2044.0
1000046,11,7508.214285714285
1000046,20,362.0
1000047,1,13914.0
1000047,5,6912.0
1000047,6,12281.0
1000047,8,8000.111111111111
1000048,1,12144.954128440368
1000048,2,9313.28
1000048,3,9287.235294117647
1000048,4,1776.842105263158
1000048,5,5333.539325842697
1000048,6,14958.666666666666
1000048,7,16833.0
1000048,8,7165.978260869565
1000048,10,18997.0
1000048,11,4021.0
1000048,12,1291.6666666666667
1000048,13,566.5
1000048,15,6441.25
1000048,16,14484.5
1000048,17,7736.0
1000048,18,2522.0
1000048,20,593.0
1000049,1,14122.366666666667
1000049,2,13074.5
1000049,3,10027.0
1000049,5,7066.0
1000049,6,16376.0
1000049,7,16376.0
1000049,8,8757.285714285714
1000049,11,7646.0
1000049,16,16652.0
1000049,20,373.0
1000050,1,10789.8
1000050,2,9845.0
1000050,3,8389.0
1000050,5,6253.714285714285
1000050,8,6770.285714285715
1000050,11,5889.0
1000050,15,17370.0
1000050,16,12188.0
1000050,19,12.0
1000051,1,7998.0
1000051,3,11987.5
1000051,5,6095.666666666667
1000051,6,11946.0
1000051,8,8633.666666666666
1000051,11,6101.0
1000051,15,17271.0
1000051,16,16145.0
1000052,1,13773.117647058823
1000052,5,6184.833333333333
1000052,8,8822.0
1000053,1,15549.28409090909
1000053,2,13807.5
1000053,3,11626.07142857143
1000053,4,2400.8
1000053,5,7937.573529411765
1000053,6,18456.25
1000053,8,8902.735294117647
1000053,10,21896.0
1000053,11,6145.64
1000053,12,1579.0
1000053,13,904.0
1000053,14,18512.0
1000053,15,16894.625
1000053,16,17233.0
1000053,18,3794.0
1000054,1,15272.0
1000054,4,2766.0
1000054,5,7125.35294117647
1000054,8,8079.5
1000054,15,16601.0
1000054,20,250.0
1000055,1,19245.0
1000055,3,12068.5
1000055,5,7855.0
1000055,6,12661.0
1000055,7,12495.0
1000055,8,8304.166666666666
1000055,20,247.0
1000056,1,16179.6
1000056,3,13432.5
1000056,5,6546.0
1000056,6,18618.2
1000056,8,6898.538461538462
1000056,20,241.0
1000057,1,11348.3
1000057,2,5082.0
1000057,3,8757.0
1000057,4,741.0
1000057,5,5179.0
1000057,6,12131.0
1000057,8,7897.2
1000057,11,1609.5
1000057,15,20957.0
1000057,16,4647.0
1000057,19,13.0
1000058,1,14457.978723404256
1000058,2,12965.416666666666
1000058,3,12347.0
1000058,4,2639.25
1000058,5,7088.64
1000058,6,18551.714285714286
1000058,8,8459.938775510203
1000058,9,18123.0
1000058,10,23661.333333333332
1000058,11,5159.785714285715
1000058,13,820.6666666666666
1000058,15,16126.555555555555
1000058,16,18620.5
1000058,20,495.0
1000059,1,12311.09090909091
1000059,2,13051.5
1000059,3,8398.0
1000059,4,2074.0
1000059,5,6112.708333333333
1000059,6,11674.5
1000059,7,8784.0
1000059,8,7211.421052631579
1000059,10,20640.0
1000059,11,2527.0
1000059,12,1485.5
1000059,13,666.0
1000059,14,13149.0
1000059,15,13138.0
1000059,16,12636.666666666666
1000059,18,3023.0
1000059,19,50.0
1000060,1,13723.9
1000060,2,9086.5
1000060,3,12079.5
1000060,5,4654.6
1000060,6,8145.0
1000060,8,10034.0
1000060,13,721.3333333333334
1000060,17,13183.0
1000060,19,49.0
1000061,1,10266.6
1000061,4,2108.0
1000061,5,6443.166666666667
1000061,8,8032.0
1000061,16,4834.0
1000061,19,61.0
1000062,1,12673.56862745098
1000062,2,12014.888888888889
1000062,3,12194.0
1000062,5,6260.071428571428
1000062,6,14671.785714285714
1000062,8,7099.095744680851
1000062,9,9628.0
1000062,10,19629.166666666668
1000062,11,5259.5
1000062,12,1272.4
1000062,13,831.0
1000062,14,13748.0
1000062,15,17048.25
1000062,16,15239.666666666666
1000062,17,13013.0
1000062,18,3058.2
1000062,20,482.0
1000063,1,13738.727272727272
1000063,2,12773.0
1000063,3,12766.0
1000063,4,817.0
1000063,5,6482.318181818182
1000063,8,6136.285714285715
1000063,10,23548.0
1000063,11,4559.5
1000063,15,12885.5
1000063,16,13968.0
1000064,1,17122.4
1000064,5,7113.0
1000064,8,7789.0
1000064,11,6056.0
1000064,16,12710.0
1000064,19,48.0
1000065,1,16998.083333333332
1000065,2,10780.5
1000065,3,13253.0
1000065,4,2764.0
1000065,5,7504.727272727273
1000065,6,12022.0
1000065,8,8935.1
1000065,16,18597.5
1000065,20,131.0
1000066,1,17138.428571428572
1000066,2,10133.0
1000066,3,5688.0
1000066,4,1481.0
1000066,5,7849.5
1000066,8,9280.333333333334
1000066,15,12701.0
1000066,20,118.0
1000067,1,19343.5
1000067,5,6490.777777777777
1000067,6,20156.5
1000067,8,8547.736842105263
1000067,11,6102.5
1000068,1,11478.666666666666
1000068,2,16314.0
1000068,3,11638.333333333334
1000068,4,3448.0
1000068,5,6399.5
1000068,8,7119.428571428572
1000068,12,1725.0
1000068,15,17100.0
1000068,16,16815.0
1000068,20,478.0
1000069,1,12919.333333333334
1000069,2,6426.0
1000069,5,6822.714285714285
1000069,6,20462.0
1000069,8,8783.695652173914
1000069,20,612.0
1000070,1,13799.25
1000070,2,15937.0
1000070,4,2109.0
1000070,5,7034.714285714285
1000070,6,16210.0
1000070,8,7180.0
1000070,11,4566.5
1000070,15,4976.0
1000070,16,20832.0
1000070,19,14.0
1000071,1,14804.5
1000071,2,12746.0
1000071,5,6746.0
1000071,6,16024.0
1000071,8,7298.333333333333
1000072,1,15502.0
1000072,5,6212.176470588235
1000072,8,9195.333333333334
1000072,16,16359.0
1000072,20,242.0
1000073,1,13101.3875
1000073,2,9189.8
1000073,3,10355.333333333334
1000073,4,2446.0
1000073,5,6310.321428571428
1000073,6,12562.0
1000073,8,7641.8
1000073,11,4602.0
1000073,13,583.0
1000073,15,12457.0
1000073,16,12875.0
1000073,19,38.0
1000074,1,15498.0
1000074,5,6700.166666666667
1000074,6,17903.625
1000074,8,7921.5
1000074,10,23652.0
1000074,13,579.5
1000074,19,37.0
1000075,1,15148.23076923077
1000075,2,12876.285714285714
1000075,3,10021.162162162162
1000075,4,3151.72
1000075,5,8343.846153846154
1000075,8,9853.0
1000075,20,356.0
1000076,1,14232.117647058823
1000076,3,11446.0
1000076,5,8045.9
1000076,6,20356.0
1000076,8,8241.714285714286
1000076,16,20821.5
1000077,1,4339.0
1000077,3,12075.0
1000077,5,6500.5
1000077,8,5373.111111111111
1000077,11,6038.0
1000077,16,12739.0
1000077,20,481.0
1000078,2,8739.166666666666
1000078,3,9378.181818181818
1000078,4,3118.0
1000078,5,6406.928571428572
1000078,8,8412.0
1000078,12,1323.6
1000078,15,21421.0
1000078,20,596.0
1000079,1,12004.0
1000079,3,7962.0
1000079,5,6463.0
1000079,6,15943.0
1000079,8,7688.857142857143
1000079,11,7401.0
1000079,13,555.0
1000079,19,61.0
1000080,1,15527.0
1000080,2,11431.5
1000080,3,9050.666666666666
1000080,4,2128.0
1000080,5,6977.0
1000080,6,20300.0
1000080,8,8742.142857142857
1000080,20,245.0
1000081,1,17625.333333333332
1000081,2,11316.5
1000081,5,6839.615384615385
1000081,6,18681.8
1000081,8,8802.444444444445
1000081,10,23478.666666666668
1000081,11,7458.0
1000081,12,1420.0
1000081,15,21468.0
1000081,16,8517.5
1000081,18,3819.0
1000082,1,14462.727272727272
1000082,2,16230.0
1000082,5,7585.444444444444
1000082,6,15062.333333333334
1000082,8,8627.882352941177
1000082,11,5904.0
1000082,13,821.6666666666666
1000082,15,13099.5
1000082,16,16600.0
1000083,1,15352.466666666667
1000083,2,11909.0
1000083,3,6859.0
1000083,4,3494.5
1000083,5,6875.066666666667
1000083,8,7434.125
1000083,10,19135.0
1000083,11,2367.5
1000083,16,20902.0
1000083,20,140.0
1000084,1,15523.07142857143
1000084,5,5309.2
1000084,6,20595.0
1000084,8,8002.0
1000084,15,4659.0
1000085,1,11060.0
1000085,3,2958.0
1000085,5,5323.0
1000085,8,7445.75
1000085,11,4509.5
1000085,16,12587.0
1000086,1,18067.5
1000086,2,13686.5
1000086,4,2799.0
1000086,5,8756.0
1000086,8,9851.5
1000086,10,23281.0
1000086,11,7509.0
1000086,12,1424.0
1000086,13,740.0
1000086,16,20372.0
1000086,19,13.0
1000087,1,12067.84375
1000087,3,2957.0
1000087,5,1822.0
1000087,7,4362.0
1000087,8,6007.5
1000088,1,16926.333333333332
1000088,2,15952.0
1000088,5,6063.555555555556
1000088,6,18247.0
1000088,8,9133.133333333333
1000088,10,16491.5
1000088,11,1571.0
1000089,1,15512.0
1000089,5,3267.6
1000089,8,8460.0
1000089,19,50.0
1000090,1,14222.45945945946
1000090,2,10623.4
1000090,3,8175.0
1000090,4,1775.5
1000090,5,6189.8536585365855
1000090,6,15029.3
1000090,8,6394.16
1000090,10,19060.0
1000090,11,4483.0
1000090,13,758.8
1000090,15,13048.0
1000090,16,13738.714285714286
1000091,1,19320.5
1000091,5,8229.944444444445
1000091,8,8044.0
1000091,20,369.0
1000092,1,10491.365384615385
1000092,2,8797.3
1000092,3,8327.470588235294
1000092,4,2349.1111111111113
1000092,5,5209.636363636364
1000092,6,4061.0
1000092,8,4701.258064516129
1000092,11,2476.1
1000092,12,1457.142857142857
1000092,15,4688.0
1000092,16,10373.75
1000093,1,11513.084210526316
1000093,2,12416.166666666666
1000093,3,9758.0
1000093,4,2139.0
1000093,5,6439.0
1000093,8,7868.0
1000093,19,14.0
1000094,1,15482.0
1000094,3,8046.0
1000094,4,3497.0
1000094,5,8792.0
1000094,11,4490.333333333333
1000095,1,14571.55
1000095,2,13206.0
1000095,5,5979.75
1000095,6,13525.75
1000095,8,8406.583333333334
1000095,15,8622.0
1000095,16,16364.0
1000095,19,25.0
1000096,1,15566.153846153846
1000096,2,13205.333333333334
1000096,3,8044.0
1000096,5,5589.142857142857
1000096,6,14244.0
1000096,8,6450.166666666667
1000096,16,16769.0
1000096,18,1973.5
1000097,1,16103.0
1000097,2,13021.333333333334
1000097,3,13324.0
1000097,5,7494.0
1000097,6,18382.5
1000097,8,8678.04
1000097,10,21941.0
1000097,11,6563.333333333333
1000097,12,1651.75
1000097,13,948.0
1000097,14,18902.0
1000097,15,16895.0
1000097,16,20519.5
1000097,18,3865.0
1000097,20,495.0
1000098,1,16413.8
1000098,5,6506.5
1000098,6,16584.0
1000098,8,9943.666666666666
1000099,1,14634.222222222223
1000099,2,16157.0
1000099,3,9833.2
1000099,4,1793.5
1000099,5,5798.153846153846
1000099,6,19162.0
1000099,8,5095.733333333334
1000099,13,586.0
1000099,16,10267.5
1000099,19,26.0
1000100,1,11704.382352941177
1000100,5,5274.0
1000100,6,14239.5
1000100,8,7557.5
1000100,19,13.0
1000101,1,18187.833333333332
1000101,2,16032.0
1000101,4,3540.0
1000101,5,8661.0
1000101,8,10075.0
1000101,19,26.0
1000102,1,11080.666666666666
1000102,2,6691.0
1000102,3,6429.666666666667
1000102,4,774.0
1000102,5,5132.208333333333
1000102,6,17005.8
1000102,8,5882.0
1000102,10,23719.0
1000102,11,7639.0
1000102,13,866.6666666666666
1000102,14,12989.5
1000102,15,14723.5
1000102,16,16679.0
1000102,18,807.0
1000102,20,253.0
1000103,1,16735.410714285714
1000103,2,11256.0
1000103,3,13429.0
1000103,4,2106.0
1000103,8,8682.0
1000103,19,26.0
1000104,1,14353.0
1000104,2,9672.0
1000104,4,2090.0
1000104,5,5805.6
1000104,8,6246.875
1000104,11,5284.5
1000104,16,13869.666666666666
1000105,1,16916.472222222223
1000105,5,6975.0
1000105,8,7024.0
1000105,11,6073.0
1000105,19,26.0
1000106,1,17499.5
1000106,3,12055.5
1000106,4,2101.0
1000106,5,7165.1
1000106,8,6892.777777777777
1000106,12,1731.5
1000106,13,777.0
1000106,14,15240.0
1000106,19,14.0
1000107,1,15537.6
1000107,2,16005.0
1000107,3,10805.0
1000107,5,6202.090909090909
1000107,6,14282.5
1000107,8,7139.36
1000107,10,18915.0
1000107,11,6091.0
1000107,12,1157.5
1000107,15,17403.0
1000107,16,14613.5
1000107,18,3833.0
1000107,19,62.0
1000108,1,14358.666666666666
1000108,3,13619.0
1000108,5,5074.166666666667
1000108,8,9736.0
1000108,11,3860.0
1000108,16,16276.0
1000109,1,16187.083333333334
1000109,2,13699.0
1000109,3,10869.0
1000109,4,2965.5
1000109,5,7117.181818181818
1000109,8,6589.666666666667
1000109,10,19131.0
1000109,12,1393.0
1000109,14,15036.0
1000109,15,16622.0
1000109,20,492.0
1000110,1,10815.066666666668
1000110,5,5434.666666666667
1000110,6,17384.363636363636
1000110,8,8542.0
1000110,11,3791.0
1000110,19,24.0
1000111,1,13097.0
1000111,2,16139.0
1000111,3,10824.0
1000111,5,7109.368421052632
1000111,6,17520.666666666668
1000111,7,16921.5
1000111,8,7515.785714285715
1000111,13,555.0
1000111,16,12658.0
1000111,20,377.0
1000112,1,19520.0
1000112,2,13111.0
1000112,3,10460.64705882353
1000112,6,19301.5
1000112,10,22487.4
1000112,19,24.0
1000113,1,14156.142857142857
1000113,5,6437.666666666667
1000113,6,16036.0
1000113,7,4689.0
1000113,8,8258.166666666666
1000113,11,1610.5
1000113,15,14816.0
1000113,16,16860.0
1000113,19,60.0
1000114,2,13305.777777777777
1000114,3,9853.388888888889
1000114,4,2126.625
1000114,5,5753.75
1000114,8,8013.142857142857
1000114,12,1735.0
1000114,19,36.0
1000116,1,14024.35
1000116,2,15428.0
1000116,4,2845.0
1000116,5,6556.363636363636
1000116,6,14047.0
1000116,8,8462.0
1000116,11,5724.8
1000116,14,15219.0
1000116,16,11359.333333333334
1000117,1,14213.953703703704
1000117,2,11540.608695652174
1000117,3,8537.173913043478
1000117,4,2152.5
1000117,5,5222.942857142857
1000117,6,16520.0
1000117,8,6326.724137931034
1000117,10,21031.5
1000117,11,4020.608695652174
1000117,12,1381.5
1000117,13,657.0
1000117,15,15185.142857142857
1000117,16,10333.0
1000117,20,597.0
1000118,1,14657.120689655172
1000118,2,11746.1
1000118,4,1395.0
1000118,5,6628.7027027027025
1000118,8,7352.2
1000118,13,936.0
1000118,15,12893.0
1000118,19,61.0
1000119,1,13704.5
1000119,2,9876.75
1000119,3,9105.5625
1000119,4,2328.3
1000119,5,6501.235294117647
1000119,11,7463.0
1000119,20,139.0
1000120,1,13367.5
1000120,3,10604.0
1000120,5,7428.0
1000120,6,15477.0
1000120,8,7390.142857142857
1000120,11,5971.0
1000120,13,572.0
1000120,15,21293.0
1000120,16,12294.0
1000120,20,610.0
1000121,1,17361.347826086956
1000121,2,15997.5
1000121,3,10811.0
1000121,5,7027.833333333333
1000121,8,9824.0
1000121,11,6752.5
1000121,15,18497.333333333332
1000122,1,10876.833333333334
1000122,3,3094.0
1000122,5,7045.0
1000123,1,13539.788235294118
1000123,2,11386.058823529413
1000123,3,8072.0
1000123,4,2574.6666666666665
1000123,5,5689.058139534884
1000123,6,15955.714285714286
1000123,8,7075.904255319149
1000123,10,15404.0
1000123,11,5438.818181818182
1000123,12,1030.0
1000123,13,711.5
1000123,15,14903.5
1000123,16,13950.142857142857
1000123,18,2973.5714285714284
1000124,1,11599.0
1000124,5,6038.0
1000124,8,8866.111111111111
1000124,16,16245.0
1000124,19,38.0
1000125,1,15945.23076923077
1000125,5,6512.0
1000125,8,8059.666666666667
1000125,11,4497.0
1000125,15,12980.0
1000125,16,14430.0
1000126,1,13747.666666666666
1000126,5,7543.428571428572
1000126,6,16136.5
1000126,8,9252.777777777777
1000126,10,23233.0
1000126,14,18284.0
1000126,19,14.0
1000127,1,15867.157894736842
1000127,2,11672.2
1000127,3,10977.0
1000127,4,3499.0
1000127,5,7468.0
1000127,6,17062.0
1000127,8,7030.785714285715
1000127,10,19215.0
1000127,11,7476.0
1000127,13,576.5
1000127,14,15062.0
1000127,15,17098.5
1000127,16,14755.5
1000128,1,17453.0
1000128,2,13172.0
1000128,3,13591.0
1000128,5,5799.666666666667
1000128,8,8611.333333333334
1000128,16,20872.0
1000128,19,49.0
1000129,1,15836.785714285714
1000129,2,8714.0
1000129,5,6378.461538461538
1000129,6,18124.18181818182
1000129,8,9755.0
1000129,10,23627.333333333332
1000129,20,605.0
1000130,1,17716.515151515152
1000130,2,8460.5
1000130,3,13207.0
1000130,5,6493.666666666667
1000130,8,5097.75
1000130,11,1547.0
1000130,15,16952.0
1000130,16,16722.0
1000130,20,367.0
1000131,1,12940.5625
1000131,2,14139.666666666666
1000131,3,9550.142857142857
1000131,4,2820.0
1000131,5,5634.840909090909
1000131,6,14205.125
1000131,7,18156.8
1000131,8,7189.588235294118
1000131,10,14276.5
1000131,11,5323.0
1000131,12,371.0
1000131,15,13071.0
1000131,16,11092.666666666666
1000131,17,8014.0
1000131,18,2348.0
1000131,20,361.0
1000132,1,16564.25
1000132,2,12799.0
1000132,3,10724.5
1000132,4,2574.0
1000132,5,6889.970588235294
1000132,11,2952.0
1000133,1,15152.222222222223
1000133,2,8186.0
1000133,3,13195.0
1000133,4,3514.0
1000133,5,5909.346153846154
1000133,6,13334.0
1000133,8,7993.421052631579
1000133,11,4685.0
1000133,12,1380.0
1000133,14,15185.0
1000133,16,15173.0
1000133,19,26.0
1000134,1,9365.514285714286
1000134,2,11568.0
1000134,3,11407.5
1000134,4,1488.0
1000134,5,5614.833333333333
1000134,8,8281.8
1000134,15,8714.0
1000134,20,600.0
1000135,1,15233.625
1000135,2,11974.666666666666
1000135,3,12235.5
1000135,4,2082.0
1000135,5,6907.214285714285
1000135,6,12394.0
1000135,8,6445.4
1000135,11,3093.5
1000135,16,14378.5
1000135,19,38.0
1000136,1,8194.04
1000136,2,12722.5
1000136,3,6737.7692307692305
1000136,4,2130.5
1000136,5,5053.435294117647
1000136,6,11458.0
1000136,7,13951.5
1000136,8,6758.040816326531
1000136,10,14416.75
1000136,11,5004.8
1000136,12,803.25
1000136,13,746.0
1000136,15,14832.0
1000136,16,17489.25
1000136,18,2299.0
1000137,1,14313.97435897436
1000137,2,11829.333333333334
1000137,3,9960.0
1000137,4,2744.0
1000137,5,6055.64
1000137,6,14894.0
1000137,8,7409.896551724138
1000137,10,19232.0
1000137,11,3833.25
1000137,13,562.0
1000137,14,11207.666666666666
1000137,15,12740.0
1000137,16,14884.8
1000137,20,118.0
1000138,1,17042.375
1000138,2,12884.0
1000138,3,13474.5
1000138,5,8625.0
1000138,6,18495.65
1000138,8,9894.666666666666
1000138,20,129.0
1000139,1,15367.171428571428
1000139,2,14758.555555555555
1000139,3,10456.375
1000139,4,3318.25
1000139,5,7220.857142857143
1000139,6,17768.666666666668
1000139,7,19133.714285714286
1000139,8,7148.8
1000139,9,23415.0
1000139,10,21108.5
1000139,11,4901.461538461538
1000139,13,843.5
